color,x1,x2,a1,a2,r1,r2
red,11.170898914997387,-10.319106199527798,5.354368395008619,1.9666411165021238,16.110392921463145,3
red,-1.1366534550310312,7.594208836443899,1.6893837553701683,3.0647831270632637,10.666504685009508,3
green,-10.107502727409193,2.8654099858724655,2.787981906524171,0.27407791848902,7.586365966640152,3
red,7.381713719361775,-0.9255621710514226,6.030686407503536,2.8201108002060296,10.22518085327166,3
green,-4.019714746613745,-3.503352611055881,3.5338718407525462,2.538927755131073,7.525177503112222,3
green,-3.0811095589869004,-7.757780980708285,3.978518748893773,1.322189603234201,7.08624183297317,3
red,5.9106883836342226,-6.6703468757353885,5.280363605446831,2.658141509463505,11.458749998464118,3
green,9.44520370169859,2.783115285786163,0.10016630300919227,0.6538141737608679,7.294859330361045,3
red,6.2159805404496495,-7.871570904114492,5.254309500653744,2.7061865057861842,12.669918909007762,3
green,3.018344971491751,-5.376223885453483,4.871570389061861,2.3530407826913784,7.901311967470643,3
green,8.26038788069443,-3.2320260366512534,5.5952686761982005,1.9837719148932715,9.637848544647376,3
green,-11.356572708505576,-6.179068455304368,3.450610960636552,0.9456202686325615,10.942121577024235,3
green,-7.224994371036571,-8.417711360101574,3.7913471096433433,0.8900969815131601,8.957403326071416,3
green,-10.040651747233376,-3.472917941648096,3.1897432765011,1.6687608790759432,10.489596807492745,3
red,17.110018072252064,2.3432856718363673,0.025235749030536332,2.4510783468152457,19.4764540691368,3
red,14.334795270417285,-6.638765936043779,5.843604861476196,0.030902498058046166,12.798614886904783,3
green,6.239438177226282,0.8449865203100833,6.030558655762288,2.2265850294131706,7.659544467821279,3
green,7.704267363614466,9.987324200863036,0.8981572585810625,0.06554739333801468,9.618490889470902,3
red,11.935456501439212,-0.14017207451758384,6.046889157160052,2.053052104410817,13.027942088600753,3
green,4.365416156971556,-8.692934645126549,4.872632648748217,1.3429339224529808,8.600417815023743,3
red,-8.958424984496915,2.6758910483267013,2.637184553393347,2.4177198781967983,11.383717853322333,3
green,3.936827280275067,3.0917234976728647,0.4210738550717924,2.7255172654132553,7.600707513201872,3
green,6.171494082659927,-9.566159311444844,5.118592168383179,2.4602613915841203,13.556450756472596,3
red,-10.350547487122451,1.5080337494564047,2.750992280458765,2.12784618669088,11.731178217684118,3
green,-4.597220894316549,-6.698249493255188,4.081676810945065,3.062396239543571,11.111228279783862,3
green,-10.22437470664479,5.517926746226785,2.462301599881305,0.7896542406792015,9.309069188084425,3
red,-1.291998209351831,10.194449701211488,1.402266019829796,1.4663329580783897,9.520486268766172,3
red,-14.065315827813729,5.733874869708956,2.631846668576233,0.6680334674838964,12.719922899101014,3
green,11.498406591413149,1.1820565075348748,6.244296043138013,0.5736938423816527,8.924049254336758,3
green,5.269587708385121,-8.910920052991386,4.988416635207228,2.0646304850965205,11.431770570509952,3
red,-8.156037073562782,-5.934011783771453,3.73553484154374,3.023526604727464,13.059222137473741,3
green,-8.036761733627852,4.882905136808321,2.4149072134712957,0.5984968819027859,6.772153155216039,3
green,-8.009480735030717,-8.316689240072122,3.752639462010605,0.831350386544584,9.310006178941322,3
red,-6.303115098327986,-16.78548102260514,4.186236244939069,1.688484882919431,18.032910524961647,3
green,6.407390673329867,1.6358494156744328,6.2009346692200165,2.339356322641538,8.336633521724062,3
red,0.7684369621997331,9.393849642810858,1.4408413184672864,2.989207821817328,12.379455151081086,3
red,-14.772544342894339,0.3035092350555968,3.0478114311809446,0.3686902030948771,11.937651481873354,3
red,-15.553696052918077,1.9302438736535725,2.9393641143335216,0.4235863952289707,12.889566673037596,3
green,-3.8007173382288495,-5.270351810346072,3.816695886711318,2.5233156740032046,8.70548984522187,3
red,-4.971123425296197,-9.13256691756597,3.9943338224318152,2.286028417043871,12.115600578886372,3
red,-2.810790058081671,16.765459761218082,1.5783373985301337,2.03369785364135,18.125817689729036,3
green,-3.4071792484192933,14.390010265249405,1.7358017574033886,0.33885819437144704,11.924808323688662,3
red,-1.4165721691288704,-7.76236158545985,4.246732592359313,2.308706743537433,9.590164187199225,3
red,13.059711928719185,-10.515914503111057,5.584318106331905,0.1173668828433545,13.784204227078806,3
green,-2.407379077041011,-13.195883147391074,4.451970528563303,0.36524450422927485,10.56870298080512,3
green,-8.208470960555227,-3.9292282804492715,3.255190666914113,1.4376349907088004,8.202653451567837,3
green,9.82164809737241,-0.08913208536212958,5.96482494185015,1.6540136113821022,9.605372476327625,3
red,7.550184036734075,8.008953965037952,0.5656832315116057,2.0106076554902486,11.9440833802734,3
green,-5.094010849496531,-6.838548009373109,3.7345097667829483,1.9141823629203931,9.055829185562082,3
red,-13.15244935721246,4.727426415962507,2.7812166995987044,0.07144057712607353,10.982258952659583,3
red,-4.036599042841217,-7.804123350150527,3.9352042702863517,2.096319710744314,9.899250923171344,3
green,-7.079186725098721,4.086761877799921,2.2531551478721688,1.8067845684373847,8.337411192542342,3
green,8.654099597947974,-6.863107297724763,5.563433309515762,0.18231543466462494,8.081485071819884,3
green,-1.5050444244485366,-8.056633621427475,4.181060696821008,1.9520690247317967,8.824784919917317,3
green,7.294658993577377,-7.367191282847308,5.231020673525539,2.034251945963781,11.355424131742868,3
red,-6.008935336858382,7.940083660159681,1.917303163653741,1.743780256641402,10.025251148894622,3
red,7.397527774944785,15.35659787767569,1.1097886778258153,3.072827128229467,20.037147024393754,3
red,3.4801940348495473,14.31712586180022,1.2299667265567709,0.5258200699793835,12.062154987924455,3
green,-11.530421034661904,-6.633983788158925,3.569524553970896,0.4300541813799821,10.516884086953795,3
red,-15.7575826548173,-3.3014170626803834,3.176358877959609,1.1610793180911547,14.66776595635871,3
green,-2.4711913467135243,-11.12570287309268,4.419943327200008,2.8573767460128856,14.245401409505977,3
green,6.8389391797122485,1.3704697819873328,6.111570633106229,2.1453850092420153,8.134906022290341,3
green,-12.013787742911365,-2.9369095836518775,3.2124471292242016,0.7656521663816921,10.028771058370765,3
green,6.872212339095522,-2.1765933805908895,5.679720822597126,2.3625392957877103,9.028354467896904,3
green,3.0330027930725456,6.53773092469172,0.7070997111647399,1.5663459690449077,6.539603253924065,3
red,-11.331565975628124,3.2336975730474586,2.6763336953937102,0.8202661818574266,9.531814308284446,3
red,-15.00643319790358,7.873290333529646,2.487566820893131,1.8532253946926922,17.535790877347488,3
green,-4.863829306550059,9.367686308203968,1.922115435831552,0.46414692494416343,7.786714615261959,3
red,7.26287577578738,-11.693759284292979,5.05716973928109,1.2906858522673674,12.630973043725378,3
red,16.110231779067625,-2.7514957382429444,5.936792508188865,1.2887589270883293,15.252553291214738,3
red,-8.091810491559498,-11.995520706034348,4.100188710171343,0.09053668947874664,11.4793648554672,3
green,5.750505699784471,-5.5320323122475905,5.146337781886092,1.8405310284273002,8.236549056422614,3
green,-6.7642466966751265,8.629070941501242,2.05811783028795,0.7015320756414404,8.50043224555029,3
