color,x1,x2,a1,a2,r1,r2,r_x,a_x
red,-12.324249216444773,10.838785197611902,2.3367047983054663,0.47401190563507234,13.685925226952918,3,16.412385058516342,2.420237592254172
red,1.110491488791836,-14.79462303482627,4.652729089193475,2.416044066266872,16.946495631434438,3,14.836241508188358,4.787308968342643
blue,-11.33301388013169,-4.09961150840338,3.2777127948440286,0.9996206728092479,10.162636551544761,3,12.051722620733145,3.488688298967562
red,-9.329997816058317,9.803398402379226,2.11333991706647,1.7894953195107821,13.863718707532424,3,13.533494725436757,2.331457427544166
blue,-3.094055674069198,-8.01148225239483,4.009768196103083,1.9229004443288524,9.148033673705545,3,8.588191217868703,4.343833161774448
blue,-3.5305583965317053,-11.529947645278936,4.384036147602842,0.12576105300785378,9.076200199917823,3,12.05838029314857,4.415246851326221
red,-10.789178309454492,5.077907798929804,2.51180009076017,2.2930922246100502,13.693369798329563,3,11.924408421705262,2.7017009449891
blue,9.750766086351431,-0.9216123884793581,5.942106984221669,2.218097346186526,11.306457765303655,3,9.794223229298984,6.188948341075974
red,-4.634414818380579,-10.354631957426186,4.225362120307941,0.2528214174903031,8.414957096750697,3,11.344434921254436,4.291558308922716
blue,4.389642901337888,-3.365567137580067,5.582356705321066,3.0553737880477785,8.51418616118924,3,5.531365740829745,5.629077582940506
blue,7.820142419251623,-7.467188022825271,5.2936557819033165,0.9474083703817646,8.783375520407503,3,10.812655752663348,5.520871076117028
blue,8.73807926625652,4.983438105138285,0.22729882592038228,1.2944307325650553,8.81774226207429,3,10.059258651169396,0.518304559938882
blue,-8.1321530818723,9.65382615628951,2.1489139745927988,0.53724021813535,9.951438826885528,3,12.622530380350234,2.270847678707128
blue,5.412435243610383,-1.305269484669572,5.74120147653087,2.549729629678647,7.799776953566797,3,5.567601251336643,6.0465426399284015
red,-5.092988546333132,12.56986124580771,1.7328050316911308,1.5994690871779154,13.31277258491246,3,13.562446094710902,1.9557555940138274
red,-16.687183162495337,4.463872725266507,2.8261865343464763,0.316152190520392,14.397400900785719,3,17.27391795760435,2.880209550109636
blue,-11.567654583178408,-1.3998444916639834,3.029569564104907,1.107838248031198,9.998870816991522,3,11.652046908443616,3.2620207532241285
blue,-2.2026179114648383,9.662825218449946,1.6239790101435143,0.5967417314287038,7.284736238215818,3,9.910687002736893,1.794914569222206
red,-6.129893645624826,16.41907759568633,1.7576287784459033,1.704018190952071,17.670441322559356,3,17.526029362061458,1.9281106052150008
blue,-1.8695035310909849,10.505807170449938,1.6774490020786068,0.24942195873868098,7.73795705562369,3,10.670849439263915,1.7469024452675959
