color,x1,x2,a1,a2,r1,r2,r_x,a_x
red,-0.9087960680472986,17.941196231437896,1.453628718532379,1.562067445025635,17.685762146711312,3,17.964198632509596,1.621407221115637
red,3.278414035773226,-18.795015505947628,4.824931231870308,0.39228522008596284,16.27218275655865,3,19.078799921870523,4.885081504102828
blue,8.201055309214016,-3.159070707616553,5.696142167820232,2.450390340627588,10.88930686745529,3,8.78846038396421,5.9154997249576935
red,-3.5001060964155055,14.420032499322293,1.7534818039865796,0.277605272870498,11.93079840500678,3,14.838735794119259,1.8089165408341144
blue,-3.881165458582128,6.115678955868574,2.125798346352005,3.1162654283660602,10.241910374897472,3,7.243270974369573,2.136287384524489
blue,-1.7299961521596785,-6.478377678974081,4.0813226487776495,2.200002299685376,8.016851650871168,3,6.705390670044281,4.45143660700907
red,-17.133762565164215,-3.1641787736250633,3.298126766782245,0.1520563374172707,14.452173753077455,3,17.423485499488386,3.324210222740728
blue,9.62408447456655,-7.463228853199141,5.478917910728618,0.6251507997701752,9.618949931722403,3,12.178784294370972,5.623579070651075
red,-0.9011898802317253,-17.956405662049768,4.5186666834215705,1.0303950580342112,16.250571426411398,3,17.97900574281918,4.66224340006079
blue,6.568553696066809,-0.023725601726968026,5.9765857305857955,2.4296610923130806,8.540696801998411,3,6.568596544338086,6.279573325052825
blue,-6.271818111807016,-2.092932789221492,3.2713157251104574,2.7066673751799675,9.210566179866905,3,6.611812919902451,3.4636770575347775
blue,1.1995151438154663,-6.91916991587021,4.583708436044041,2.376641619098183,8.872282922667077,3,7.022374876416525,4.884044038534083
blue,-4.503234462314657,-3.453254066565736,3.461428816945271,2.4718884267752963,7.712618775129439,3,5.67486425131308,3.795783662361561
blue,-9.162900010466528,-3.7424968118322366,3.3095147960690423,0.8030449708522178,7.575957570598517,3,9.89772797102355,3.5293538323434497
red,-10.224292113011156,12.936851804291534,2.237268137612725,0.01286550674110161,13.489541598962244,3,16.48933848941137,2.2396087706672727
red,-12.498687071628115,-6.497873299658159,3.411370194150326,1.7845358317222197,14.414753427803337,3,14.08685685072771,3.621021001151532
blue,5.11174385663151,10.188676901162536,1.0189219915662144,0.3359120625557604,8.52377639580854,3,11.399081640732863,1.1057830048558166
blue,-1.4431590161646313,3.247284108988036,1.901013096772209,3.0373162971432572,6.52348609507029,3,3.5535281102621785,1.9890005041774266
red,-12.960917552915687,15.071009658428736,2.151154400317849,2.109585414123649,21.249444051514793,3,19.87764362136343,2.2810615841560864
blue,0.7272320657683808,-4.653804657214516,4.837414950716195,3.0945006392708656,7.704839385741956,3,4.710282822187354,4.867401472514736
red,-11.896188614182334,-8.989624905629437,3.7457345463271468,0.21521346126965563,11.96626104649081,3,14.910823568405418,3.7887144124229417
blue,8.662350587757086,-6.779189602433188,5.376323966845547,1.0792137793639,9.260965082820535,3,10.999714967714107,5.619142100603951
blue,2.983253498667046,-5.577779771812697,4.828656921009219,2.259582003817244,7.792997658390093,3,6.325458767563984,5.203523290180605
red,11.071105315903472,-0.9449097601634913,5.924883300558549,1.5304942088502516,10.578511300520901,3,11.111355784542152,6.198042467636168
blue,2.7483925353940664,-10.423985763544279,4.734434155412967,0.9960218218021802,8.851100148516203,3,10.78021988306285,4.970182621852205
blue,-2.117625473626597,5.8529357340997015,1.6724403309340568,2.6130586404788136,8.628242179486532,3,6.224242472305645,1.9179495115466427
red,-17.963193259368573,-0.6147747957903016,3.0900022249714088,2.602421528743757,20.481994587865884,3,17.97371024922132,3.1758034383100986
red,9.219191378618392,-13.759826483040037,5.259033775158278,0.243404239690073,13.635440886304904,3,16.562799114852588,5.302701126160598
blue,-4.645219510753244,-0.2973326716718643,2.8232259486674463,2.5243289172498486,6.765113630423181,3,4.654725665463663,3.2055137670224845
blue,9.742501458716243,-4.806564110633973,5.684235778400307,0.5323594696815951,8.171593532343469,3,10.863673099956694,5.824863497626368
red,-19.723012238068492,-4.859823237338951,3.2894223353605057,2.454973234905778,22.543887555808304,3,20.312929223555603,3.383183712404223
blue,-0.36586311787114667,8.889950125373167,1.281789487045214,1.2922023059910646,7.591977184560362,3,8.897475431415407,1.611927803038894
blue,4.808393163515725,-9.291876070395418,4.916212107413446,1.2305782097481588,9.071744854096599,3,10.462294476955414,5.189925412341921
red,-9.203085955417972,4.097849033448879,2.648904885405781,2.8914764267375013,12.953430450930012,3,10.074182736269451,2.7226799744832992
blue,2.7117741198190757,-5.964140266390445,4.823631288746421,2.397046070874792,8.434503548036698,3,6.551693521075327,5.139127811240581
red,-4.8274849231487105,-14.815472481501839,4.2056052891513405,1.7117840638994342,15.717986182093593,3,15.58213193158646,4.3973968239581565
red,16.497903210118437,-11.949111924736041,5.533136016541506,2.1543228075926786,21.8690974736987,3,20.370618206630482,5.6563487931879495
red,-7.842916157176637,-9.107734223644702,3.9910687887777714,3.0999079191255654,15.015984844170656,3,12.019241096552282,4.00147046421581
blue,3.0247010666100698,5.57289430803285,0.7638796160181587,2.4417736560940457,8.334116765354153,3,6.340817574324074,1.0735346118377516
red,1.0932844906878534,-18.602156096903823,4.761253537353986,3.0804361765344925,21.627745094757877,3,18.634255617844108,4.771093374750186
red,7.268762072292683,10.749343236090176,0.9453648719690461,3.007756970723685,15.943254377252444,3,12.976258400281578,0.9762191444009665
blue,-3.669746473230194,-2.8313328151768675,3.47328066660953,2.6249107078477127,7.000106318403546,3,4.635028013732259,3.798733448758326
red,2.6131129051072826,-14.118784725510956,4.687101236565664,1.7140466781029797,14.476480774393956,3,14.358566821941517,4.895398661595269
red,15.223432485113367,-13.283437479785054,5.556664779316487,0.06112875740701244,17.208796635733975,3,20.204024547306492,5.565735971837864
blue,11.293191289564556,-0.999203013681281,6.143955057688542,0.19379234842153228,8.378735767999128,3,11.337309035447808,6.194936753373903
blue,-2.6701783029646755,-6.40297011722865,4.028991979400936,2.4241010676305765,8.91147432476965,3,6.937425926937626,4.317295276166863
blue,10.788556487200744,3.7602757061755856,0.20149403962059872,0.5332677299978279,8.739394654784084,3,11.425087503558803,0.33537622325769956
red,-5.489868351698044,-2.1382110517956208,3.3506699242592415,2.8186116973343123,8.658996572723405,3,5.891570335742139,3.513000006994848
blue,2.4848711317899905,4.3842741980808935,0.7649136346866441,2.6400676475517817,7.459240987766704,3,5.039488544045033,1.0551697886572096
red,-12.906806977563313,-8.377971360695387,3.605146930465158,0.6117133812158585,12.834785253123403,3,15.387529706769348,3.71734380767795
red,-9.957291415612868,-5.228263978341963,3.3743367376183526,1.9465800326381677,11.995710510006317,3,11.2464392837318,3.6250936606776656
blue,-6.128095622339453,4.028335227209848,2.169496118740378,1.9453747587672128,7.878927844635593,3,7.333555799154717,2.5600642169652796
blue,0.18254267337176566,5.525611617794333,1.187364901130323,2.456656405164095,7.516045232498851,3,5.528626011795825,1.5377725960583393
blue,-6.5492210720212825,-0.12695461608173764,2.8005098083054105,2.262539173932809,8.04311391300314,3,6.550451444347333,3.160974915467899
blue,2.157699315115459,-4.368706613047746,4.803156758307924,2.5176068522684667,6.980971615686426,3,4.872500775303872,5.17114379390251
red,-4.844545982779866,15.032405312256198,1.804944794280092,2.721107870227532,18.484884688053896,3,15.793759376767044,1.8825602334757603
red,-3.8722748747903224,11.974585395703874,1.6514484044050626,1.305391378905234,11.460728981525751,3,12.585118517715156,1.8835572627681447
red,-15.929860143848634,-11.646821233156153,3.670714993579329,0.7356078935397641,17.406224235719094,3,19.733445949445176,3.7729081029966145
blue,8.845788903728959,-2.5794261004358274,5.709547257537686,1.071660810800793,7.3936950516137845,3,9.214196673446034,5.999453258359846
red,8.360643743970893,5.8119380806693,0.33609596073143444,1.998804391347773,11.054839518910217,3,10.182287958368374,0.6074664587707767
blue,5.924582639087079,-7.383363111266973,5.123629556053605,0.9726535467092917,7.446786544877606,3,9.466505705918628,5.388605802667099
blue,1.0845329674616613,-4.924055732280269,4.62298836721998,2.6103446340330394,7.3940887933187005,3,5.042076617041174,4.92917960876421
blue,7.11159248737241,3.4527583444094696,0.2053811418869668,2.4428125689798685,9.963169583771597,3,7.905459372569119,0.4519895911586933
blue,3.6076697528454122,-7.819230231769785,4.917789816758395,2.4396848387465466,10.681518683447578,3,8.61136704960474,5.144669626104477
blue,10.12668528882199,-2.5785445770108297,5.837813165998954,0.7457206407625914,8.04585478224974,3,10.449815647870333,6.033854999807437
red,-4.828973489469811,15.834454629731521,1.8266220447505854,0.22352124105658883,13.615692794828254,3,16.554423529166705,1.8668030194703502
red,-14.735988976633479,-2.3670454929793086,3.151312540906165,0.8349077523836326,12.74456174719333,3,14.924887788030336,3.300862366976743
blue,-6.976634033595454,-1.0738624036576285,3.0039071882199804,2.4023214168291127,8.980100153205722,3,7.058796136786478,3.294316765307566
red,-10.388339259327749,-2.9563953719452987,3.174009363961409,2.0808565321184145,11.94339067803258,3,10.800827105465109,3.4188506024176855
red,-7.825970701530387,-8.218146391218216,3.8582825050083223,2.78205237906304,14.107273336259642,3,11.348292714267862,3.9514295323470856
red,-11.923720984239418,6.784132218810958,2.5275916348251,0.457363913068008,10.962812799135344,3,13.71858491508145,2.624308685552767
blue,-1.109872810677798,-12.906406682792602,4.395216275819298,1.7105368672724608,13.026655373119903,3,12.954039953524743,4.626606074899766
blue,7.844271683077331,-7.4409777843186315,5.476525672758336,0.172484157392899,7.844313626530581,3,10.812064956549802,5.524165539197062
red,-10.387244069691235,-5.641248020065595,3.5506448646701982,2.7860087484355165,14.586357422829394,3,11.820258820653198,3.6391181542315127
red,2.2789897225033062,-21.757125366511673,4.750869995520344,0.5007584168833397,19.197038584046194,3,21.876158217780866,4.8167552135825185
red,2.406755954745989,15.603936173558207,1.2843593740965853,0.7753878699414243,13.505726387374832,3,15.788454589800219,1.4177619783769837
red,2.9960345175463345,-10.521054441490316,4.762415994253468,2.1765797517580956,12.36593061499519,3,10.939323991505699,4.9898113450071575
red,9.104206175720723,-0.14445129597349216,6.22673538233024,3.0181333788494187,12.075019994630885,3,9.105352067160268,6.267320203353354
red,15.781529403199723,1.0413491426618382,6.169454581139059,1.2281431551302184,14.55343501005893,3,15.815848960488335,0.06588979345199882
blue,5.569847867459865,7.086866335548362,0.565572232133177,1.538527155951374,8.403576818794349,3,9.013705105259206,0.9046878830781483
blue,-8.923748820782901,1.566569988156378,2.6333298956390556,1.439789940330462,8.166200659106998,3,9.060211616966598,2.9678127407533057
red,9.950303116076471,-1.1272103559717634,6.002875467548975,2.551397227651732,12.366282854054042,3,10.013947038426512,6.17038218921293
blue,11.407481481536086,4.999226054357861,0.2043505034149874,1.0354480224601095,10.654203060077915,3,12.454834197778757,0.41303222366043263
red,12.284969324290877,10.81115240042902,0.6829133627645086,0.21297866148894187,13.420134077755662,3,16.36464138085739,0.7216722552788246
red,13.69643005148593,0.932796359658393,6.130957764437834,1.5973817377213875,13.476338373277166,3,13.728157385601275,0.06800006715529155
red,-17.5794779427205,2.5933925467779138,2.9595167577391894,0.21246816875692653,14.825937203925793,3,17.76974196887169,2.995125228249577
blue,0.4021162102017799,-12.114895863348277,4.582131519297335,0.7174103099101925,9.699501273903165,3,12.1215675234798,4.745568682599721
blue,1.29656593157048,-11.380016688738289,4.80664643208897,0.07331459024414973,8.459590463723984,3,11.453639729399175,4.8258333698920595
blue,-5.17720286868232,-1.9358518946987298,3.2111160486244876,2.590236590418866,7.854619321877906,3,5.5272915701726015,3.4994148163836303
blue,-5.291912544538052,7.093548890403579,1.891427175469763,1.9502701321889286,9.51116143520867,3,8.850015493748304,2.21174384422004
blue,-0.13868267966205838,-5.995755037919818,4.626094807933169,3.0150585465527358,8.96141300643528,3,5.9973586986588625,4.689262959589793
red,3.22522747133673,-9.311324539091093,5.014833321988421,3.0396097289072435,12.83375669527651,3,9.854078186930783,5.045832429867691
blue,-6.305059502233937,0.8465742545170345,2.7717437110676424,2.621919941379356,8.788684086554117,3,6.361639984714754,3.0081218767737705
blue,-8.093099827914118,-2.2687473539879703,3.3537038090658227,2.9693731868132005,11.344969266268468,3,8.405086518341792,3.4149083336387145
blue,2.6118189364868245,4.81004507345634,0.7794135000931485,2.584657736441437,7.785291774019447,3,5.473402211209476,1.073348982567422
blue,8.664710240856017,-8.300391961893936,5.2869924138968045,1.1697396889341807,10.505527486265652,3,11.998904544960286,5.519258413889295
blue,-2.4631998905472967,-6.392381775129625,3.905216401001717,1.810774185284171,6.912908622360039,3,6.850540012276521,4.344589579664127
red,-18.45874001565193,0.9327025977025731,2.945028250861379,1.1123846211312165,16.95787108054114,3,18.482289281936666,3.091106541140324
red,-4.826175554200546,-22.992859063556825,4.382282771215581,1.8456612336932754,24.13005103215316,3,23.493904281675924,4.505493629232009
red,-5.756249735963343,-13.273797526262202,4.177285783436526,0.6506398285597023,11.966527250153536,3,14.468175828036602,4.303210301540675
red,3.622380310432573,-17.349751661597654,4.768346454301366,2.06124217804692,18.938246816939696,3,17.72386870388404,4.9182178944417405
red,16.725591700841186,3.8032436505511296,0.10943644890019702,0.7092321971202925,14.764332757754014,3,17.152553162975625,0.22358875653228252
blue,-8.431623819987609,2.4722034559551513,2.5225384036133183,1.2859884194432376,7.458561472671494,3,8.786584670360778,2.856380399247199
red,2.1046777997451365,-15.918914822735209,4.705985231445282,0.8264411098089979,13.872617594215171,3,16.05744431017087,4.843838989365121
blue,-7.503635964004605,-5.356584546247808,3.4316114582661394,1.6636775453761505,9.00033983801822,3,9.219411623384875,3.761563631837936
blue,5.303915286560101,8.809816672634634,0.800742583290156,0.8870447160651963,8.121661520501355,3,10.283208991965353,1.0288737394557814
blue,-1.704705076046579,-11.482231469376815,4.357760886201555,0.9209209991352542,9.544440701208533,3,11.608085928035088,4.5650009688272375
blue,8.623807008056444,-4.35327190286138,5.5395296256378765,2.0698075338346533,10.729874066780257,3,9.660280719132636,5.815707466707035
blue,-6.86960561479197,9.757771675910957,2.0905010405284012,0.38139289534249055,9.09658154091759,3,11.9333813054805,2.184211019367867
blue,1.082601446318877,3.870014820994078,0.9954710487466686,2.7310264050412085,6.586738590162009,3,4.018586891717728,1.2980278990799803
red,17.072432852414245,3.9288702001325446,0.21536029039695603,0.06328970017138578,14.523654115043575,3,17.51867530807289,0.22619136502375664
red,-5.16038142399509,14.110580997523543,1.7233670771475083,1.7424376466265639,15.243339080497938,3,15.02458094353337,1.921397622244697
red,16.406892506317778,14.011686071635868,0.6050794553663319,0.8189647472503528,19.415260056859704,3,21.575761128728253,0.7068187359218764
blue,-0.5246430193100498,-9.9468234702741,4.364385144341228,1.3104362085145205,8.757193484576458,3,9.960649951007538,4.659693030734308
blue,5.691684443570232,7.352917733391987,0.6175801902442027,2.0227000625438234,10.208175309842105,3,9.298423038301157,0.9120665725225529
red,-0.19092222513615043,13.017780982841916,1.5056119442188627,2.7881205578447856,15.792227574960414,3,13.0191809655328,1.5854615403265604
red,8.633806128115197,15.241132841498038,0.9802424347744052,0.4537682750237669,14.770859827106367,3,17.516698848529355,1.0553881690669529
red,14.730442372558148,-8.30662107119893,5.609916027420431,2.0285928229046557,18.021544217955565,3,16.91111723428534,5.769726562852344
blue,-7.695055276814555,2.6045500672835757,2.504263212944759,2.1650454269680255,9.413922642444842,3,8.12388803259981,2.815225696153067
blue,3.2623072751323012,-6.8667066588879315,4.751042341774878,1.51031835956692,6.806322008670454,3,7.602256842319719,5.155911174909093
red,0.5714170475921114,13.865626389874617,1.31170999844609,1.5729772317635409,13.555791966889178,3,13.87739574364968,1.5296085815096718
