,x1,x2,r_x,a_x
0,-25.0,-25.0,35.35533905932738,3.9269908169872414
1,-22.36842105263158,-25.0,33.54618101047885,3.9824893222329583
2,-19.736842105263158,-25.0,31.851890623447908,4.0440995615541055
3,-17.105263157894736,-25.0,30.291748508477205,4.112338766982936
4,-14.473684210526315,-25.0,28.887497894868616,4.187593208734582
5,-11.842105263157894,-25.0,27.662889528458734,4.270014757407945
6,-9.210526315789473,-25.0,26.64270622541656,4.359398592557779
7,-6.578947368421051,-25.0,25.851161453142765,4.455065265413602
8,-3.94736842105263,-25.0,25.30971587062019,4.5557871034026745
9,-1.3157894736842088,-25.0,25.0346020926848,4.659805918773748
10,1.3157894736842124,-25.0,25.0346020926848,4.764972041995631
11,3.9473684210526336,-25.0,25.30971587062019,4.868990857366705
12,6.578947368421055,-25.0,25.851161453142765,4.969712695355779
13,9.21052631578948,-25.0,26.642706225416564,5.0653793682116
14,11.842105263157897,-25.0,27.662889528458734,5.154763203361434
15,14.473684210526315,-25.0,28.887497894868616,5.237184752034797
16,17.10526315789474,-25.0,30.29174850847721,5.312439193786443
17,19.736842105263165,-25.0,31.85189062344791,5.380678399215274
18,22.368421052631582,-25.0,33.54618101047885,5.4422886385364215
19,25.0,-25.0,35.35533905932738,5.497787143782138
20,-25.0,-22.36842105263158,33.54618101047885,3.8714923117415245
21,-22.36842105263158,-22.36842105263158,31.63372442150344,3.9269908169872414
22,-19.736842105263158,-22.36842105263158,29.831010654617458,3.989409626983199
23,-17.105263157894736,-22.36842105263158,28.159124419779864,4.059542349283915
24,-14.473684210526315,-22.36842105263158,26.64270622541656,4.138084150209988
25,-11.842105263157894,-22.36842105263158,25.30971587062019,4.225489748573421
26,-9.210526315789473,-22.36842105263158,24.19049514585557,4.321781936687003
27,-6.578947368421051,-22.36842105263158,23.315848877196512,4.426337538667371
28,-3.94736842105263,-22.36842105263158,22.71404802846325,4.53771678137645
29,-1.3157894736842088,-22.36842105263158,22.40708732358737,4.653633157668967
30,1.3157894736842124,-22.36842105263158,22.40708732358737,4.7711448031004124
31,3.9473684210526336,-22.36842105263158,22.71404802846325,4.88706117939293
32,6.578947368421055,-22.36842105263158,23.315848877196512,4.998440422102008
33,9.21052631578948,-22.36842105263158,24.190495145855575,5.102996024082376
34,11.842105263157897,-22.36842105263158,25.30971587062019,5.199288212195959
35,14.473684210526315,-22.36842105263158,26.64270622541656,5.286693810559392
36,17.10526315789474,-22.36842105263158,28.159124419779864,5.365235611485464
37,19.736842105263165,-22.36842105263158,29.831010654617465,5.4353683337861805
38,22.368421052631582,-22.36842105263158,31.633724421503445,5.497787143782138
39,25.0,-22.36842105263158,33.54618101047885,5.553285649027854
40,-25.0,-19.736842105263158,31.851890623447908,3.8098820724203772
41,-22.36842105263158,-19.736842105263158,29.831010654617458,3.864572006991284
42,-19.736842105263158,-19.736842105263158,27.912109783679508,3.9269908169872414
43,-17.105263157894736,-19.736842105263158,26.117675317472642,3.9982982817725317
44,-14.473684210526315,-19.736842105263158,24.475098997024045,4.079640145382506
45,-11.842105263157894,-19.736842105263158,23.016915374389345,4.171969480114106
46,-9.210526315789473,-19.736842105263158,21.780191259535325,4.275761820571148
47,-6.578947368421051,-19.736842105263158,20.804458290581444,4.3906384259880475
48,-3.94736842105263,-19.736842105263158,20.12770860628731,4.514993420534809
49,-1.3157894736842088,-19.736842105263158,19.780653129438036,4.645820816608866
50,1.3157894736842124,-19.736842105263158,19.780653129438036,4.778957144160513
51,3.9473684210526336,-19.736842105263158,20.12770860628731,4.90978454023457
52,6.578947368421055,-19.736842105263158,20.804458290581444,5.034139534781332
53,9.21052631578948,-19.736842105263158,21.78019125953533,5.149016140198231
54,11.842105263157897,-19.736842105263158,23.016915374389345,5.252808480655274
55,14.473684210526315,-19.736842105263158,24.475098997024045,5.345137815386873
56,17.10526315789474,-19.736842105263158,26.117675317472642,5.426479678996848
57,19.736842105263165,-19.736842105263158,27.91210978367951,5.497787143782138
58,22.368421052631582,-19.736842105263158,29.831010654617458,5.5602059537780955
59,25.0,-19.736842105263158,31.851890623447908,5.614895888349002
