,x1,x2
0,-20.0,-20.0
1,-19.322033898305087,-20.0
2,-18.64406779661017,-20.0
3,-17.966101694915253,-20.0
4,-17.28813559322034,-20.0
5,-16.610169491525426,-20.0
6,-15.932203389830509,-20.0
7,-15.254237288135593,-20.0
8,-14.576271186440678,-20.0
9,-13.898305084745763,-20.0
10,-13.220338983050848,-20.0
11,-12.542372881355933,-20.0
12,-11.864406779661017,-20.0
13,-11.186440677966102,-20.0
14,-10.508474576271187,-20.0
15,-9.830508474576272,-20.0
16,-9.152542372881356,-20.0
17,-8.474576271186441,-20.0
18,-7.796610169491526,-20.0
19,-7.118644067796611,-20.0
20,-6.4406779661016955,-20.0
21,-5.76271186440678,-20.0
22,-5.084745762711865,-20.0
23,-4.40677966101695,-20.0
24,-3.7288135593220346,-20.0
25,-3.050847457627121,-20.0
26,-2.372881355932204,-20.0
27,-1.6949152542372872,-20.0
28,-1.0169491525423737,-20.0
29,-0.3389830508474603,-20.0
30,0.3389830508474567,-20.0
31,1.0169491525423737,-20.0
32,1.6949152542372872,-20.0
33,2.3728813559322006,-20.0
34,3.0508474576271176,-20.0
35,3.7288135593220346,-20.0
36,4.406779661016948,-20.0
37,5.0847457627118615,-20.0
38,5.7627118644067785,-20.0
39,6.4406779661016955,-20.0
40,7.118644067796609,-20.0
41,7.796610169491522,-20.0
42,8.47457627118644,-20.0
43,9.152542372881356,-20.0
44,9.83050847457627,-20.0
45,10.508474576271183,-20.0
46,11.1864406779661,-20.0
47,11.864406779661017,-20.0
48,12.54237288135593,-20.0
49,13.220338983050844,-20.0
50,13.898305084745758,-20.0
51,14.576271186440678,-20.0
52,15.254237288135592,-20.0
53,15.932203389830505,-20.0
54,16.610169491525426,-20.0
55,17.28813559322034,-20.0
56,17.966101694915253,-20.0
57,18.644067796610166,-20.0
58,19.32203389830508,-20.0
59,20.0,-20.0
60,-20.0,-19.322033898305087
61,-19.322033898305087,-19.322033898305087
62,-18.64406779661017,-19.322033898305087
63,-17.966101694915253,-19.322033898305087
64,-17.28813559322034,-19.322033898305087
65,-16.610169491525426,-19.322033898305087
66,-15.932203389830509,-19.322033898305087
67,-15.254237288135593,-19.322033898305087
68,-14.576271186440678,-19.322033898305087
69,-13.898305084745763,-19.322033898305087
70,-13.220338983050848,-19.322033898305087
71,-12.542372881355933,-19.322033898305087
72,-11.864406779661017,-19.322033898305087
73,-11.186440677966102,-19.322033898305087
74,-10.508474576271187,-19.322033898305087
75,-9.830508474576272,-19.322033898305087
76,-9.152542372881356,-19.322033898305087
77,-8.474576271186441,-19.322033898305087
78,-7.796610169491526,-19.322033898305087
79,-7.118644067796611,-19.322033898305087
80,-6.4406779661016955,-19.322033898305087
81,-5.76271186440678,-19.322033898305087
82,-5.084745762711865,-19.322033898305087
83,-4.40677966101695,-19.322033898305087
84,-3.7288135593220346,-19.322033898305087
85,-3.050847457627121,-19.322033898305087
86,-2.372881355932204,-19.322033898305087
87,-1.6949152542372872,-19.322033898305087
88,-1.0169491525423737,-19.322033898305087
89,-0.3389830508474603,-19.322033898305087
90,0.3389830508474567,-19.322033898305087
91,1.0169491525423737,-19.322033898305087
92,1.6949152542372872,-19.322033898305087
93,2.3728813559322006,-19.322033898305087
94,3.0508474576271176,-19.322033898305087
95,3.7288135593220346,-19.322033898305087
96,4.406779661016948,-19.322033898305087
97,5.0847457627118615,-19.322033898305087
98,5.7627118644067785,-19.322033898305087
99,6.4406779661016955,-19.322033898305087
100,7.118644067796609,-19.322033898305087
101,7.796610169491522,-19.322033898305087
102,8.47457627118644,-19.322033898305087
103,9.152542372881356,-19.322033898305087
104,9.83050847457627,-19.322033898305087
105,10.508474576271183,-19.322033898305087
106,11.1864406779661,-19.322033898305087
107,11.864406779661017,-19.322033898305087
108,12.54237288135593,-19.322033898305087
109,13.220338983050844,-19.322033898305087
110,13.898305084745758,-19.322033898305087
111,14.576271186440678,-19.322033898305087
112,15.254237288135592,-19.322033898305087
113,15.932203389830505,-19.322033898305087
114,16.610169491525426,-19.322033898305087
115,17.28813559322034,-19.322033898305087
116,17.966101694915253,-19.322033898305087
117,18.644067796610166,-19.322033898305087
118,19.32203389830508,-19.322033898305087
119,20.0,-19.322033898305087
120,-20.0,-18.64406779661017
121,-19.322033898305087,-18.64406779661017
122,-18.64406779661017,-18.64406779661017
123,-17.966101694915253,-18.64406779661017
124,-17.28813559322034,-18.64406779661017
125,-16.610169491525426,-18.64406779661017
