color,x1,x2
red,-5.30773744917062,-9.064564131266115
red,9.831322075073803,-2.282204698638997
green,7.205957933039739,-1.388629471421373
red,-4.654762536672119,-18.420971341669745
green,9.151942275052015,5.993008337600316
green,-4.3133330348362815,7.0877455415167265
red,1.5990944550481612,7.903673048505503
green,5.6637089944377825,11.665238732328127
red,-4.861521334560876,-10.781495007305237
green,15.193800251490366,-2.0771651098120762
green,6.102708153740989,-6.641254827235034
green,-8.217927996136766,2.407504654567604
green,7.250007761280367,-16.365036653834125
green,7.03077452211857,8.512122082146005
red,-4.217985625833287,6.148613316627732
red,25.768448146918292,-1.7841319507858564
green,9.24180690543822,3.571717617682803
green,7.7808269202670015,1.4850376503932372
red,-6.584296775099686,-20.570374985928183
green,8.90140618457329,-12.247073986518416
red,3.806889542438399,-17.058545947132803
green,-6.233807470775452,-1.2315341876454255
green,5.923069076950673,-3.1836527912025323
red,18.611120012433048,-8.81462973575516
green,1.600023280804609,7.269793669377392
green,-2.732415986848139,7.190896350649543
red,-12.394807092262392,0.22492783330112087
red,-10.522820991807592,3.3490085071873863
green,2.4025302419794072,-9.908990114911761
green,-3.8404117379356744,4.222864654499437
red,-16.9787129428936,1.5875136372658614
green,5.273750944582475,10.352597401572568
green,9.729597199268689,-2.8129872567282144
red,11.049110575525242,3.1084682561281483
green,-12.913042783003293,3.537759722175844
red,-7.1805429280010165,3.8854023846920636
red,19.45613704958038,10.933207263960163
red,-13.255931452616485,8.34032792220759
green,-10.821916248945477,-3.9071999002955726
red,-11.32529168466823,0.8612565886016426
red,-7.780182203591128,-12.388772628681503
green,7.11947089488328,-7.478876161584292
red,-18.801647007912106,6.574197746189213
red,-1.2329070130871933,14.722167811984377
green,10.98995551013908,9.314227750871359
green,1.0271444956444058,-8.196826324791585
green,4.975268120747395,-2.9187329242867053
red,-16.733882562026636,0.3508776196948603
green,5.870482619247763,6.79942282579914
red,12.300158270003324,4.218643721978543
red,26.579969031493786,-2.5045685644995754
green,3.9314658488088856,-6.055941705557984
green,-7.356631972980582,-2.4535568592251327
green,-7.693302186283476,-0.3680086836907088
green,0.13462673157300553,11.294560524923416
red,10.3229003069966,-17.61363369726808
red,-2.479516526036071,9.537837368031834
red,-11.291237709206776,2.504684342472588
green,4.0617157921526825,1.5780696821566969
red,14.542103151674246,6.904184528268983
green,-9.627045670826954,12.143375217679377
green,11.936126544546273,-6.174868402353157
green,15.683688312639687,-6.775036791015834
green,-10.540142504422521,-6.298419723402711
green,-8.621158981990048,2.8080776549405737
red,-8.395585482848663,-6.857917884219313
red,-14.426171181128733,-3.8502847986227335
green,5.669049749081171,6.766994073763158
red,2.8837050525076573,-5.7752899214577855
red,-18.307046614026355,0.32054809460005573
red,-8.898622078390263,-19.983470597069832
green,10.44060871359561,-2.4428704620478037
green,10.932102264571245,-1.9642587837377807
red,3.583868678433012,8.909871025396916
red,-8.825593371907411,2.40738051153359
red,13.814112254474196,14.918996180351003
red,-4.6111343114946095,-22.77801401689616
red,1.5734115518138707,14.35659802396598
red,1.1861015657966538,19.12481302120095
green,9.403107572011507,-9.760705593224362
green,-6.2062140974836755,-8.962490186165526
red,12.137031181811336,1.7874070132888586
green,1.793429227173893,-7.256290831786017
red,-20.015482093524167,-2.7411386871153844
red,-8.067791253258632,4.72081220199885
red,8.369347626257488,5.145960317640082
green,0.434984540230635,-3.8856120452913108
green,-10.374550995438598,-1.6041559603825482
green,-2.2944314847923737,-3.901406355599099
green,15.254884926702609,-10.265066950415914
green,1.466680919219377,4.586920994645725
red,-18.4198101573901,2.6240535860387917
green,-6.3244930613809025,1.0638406587452112
green,-7.37766439105633,1.6096348094916182
green,13.020813416455919,6.003004774723839
green,4.371556176408491,12.28878977846745
green,-8.028300542442864,2.606015738290897
red,5.855828455560914,18.194134700957193
red,7.518340147110296,-16.234509369210283
red,-3.0818728387515306,10.78821229476059
red,-0.34671436784571896,-9.11265763390348
red,-23.796263777664898,0.7089180378320359
green,2.7321937613173812,6.84257454481108
red,-7.408410795924748,6.57930279101555
green,10.558169263606306,8.213276432412304
green,-9.403282627335768,9.074280952782674
green,6.01629918079642,2.772079258949498
green,-8.217637137696512,6.411744483165175
green,6.723184106217509,5.551197611069316
green,8.637593155943375,4.025769301417483
red,-12.297675478776634,-5.187507104944013
red,-4.157183430928902,-16.039106783498067
red,1.9826747632905417,-10.755630788984577
green,7.563515456152079,3.161242709568983
green,7.362567676732018,10.155486211431608
red,-8.007295573584429,-3.4061474567906123
red,14.655534459994898,5.70313632656241
red,-1.691145350862598,20.62255931280957
green,-9.46740702412055,-8.628576610707196
green,2.319453237751012,-8.94321580347223
red,7.907561244067394,6.308610594397744
red,-2.580135311547062,4.895598431870283
red,-3.4736793217486253,5.254575365243573
green,6.281461977411407,7.288475722118621
red,9.723280333294602,-9.09739080169911
red,-11.252177145856798,-5.352817022698436
red,5.505616437178451,-9.355366827602431
green,9.057050579028804,1.7181432783729123
green,7.49767922940535,-7.021955486353972
green,-2.782511150037994,-7.1590572895849665
green,-7.8624739560577,-2.766473316124966
green,9.638851674578557,-2.7397922917865163
red,-3.9452638367628046,-8.969352157516509
green,6.651736104346476,-10.458434787131738
red,-0.4346587005540852,-14.425824300952955
green,-22.216579210498768,-6.6058960357736645
green,2.281107262141535,14.294139901053349
red,18.183819603344386,11.800776968349062
red,-12.38805631734865,2.673285328028144
red,-13.357387953951761,-12.314112327211145
green,-9.88001302538888,7.570762147349612
green,2.0447416464487014,7.541823295399077
green,-1.037498472970115,11.880032927345809
red,10.271637048237183,-2.7558767876731842
red,-20.485830459900434,10.778916863409547
green,16.32894367290971,-4.268687698512251
red,-9.906648896946633,-0.4509963612335638
green,-1.6339302819072754,11.118104053355797
red,0.54867170207036,-7.6956377734186825
red,-7.471145559261315,-8.750323305738998
green,5.824288048370798,3.5214887005656363
red,-4.19857175936834,-6.887608050512882
green,10.783649827088453,4.733832325611743
red,-6.187023852912246,2.8774445272197964
green,-4.090610812027687,-6.0152856174160325
red,12.200359556588124,12.783623848253285
green,7.533870598211855,-5.617842094988339
green,-3.0742431170307354,-10.346141700961537
red,12.308609570231969,3.92534878340666
green,6.817679888259602,-5.998659414122597
green,6.90592006870793,5.513162224727147
green,5.989944014177671,6.972918127477465
green,-11.798733502189387,-7.430504818644437
green,-10.987174502051692,-2.0961493926614687
red,10.212098498530933,4.931715874490554
green,2.3046933147923574,-3.7380422699247293
red,11.131442419231677,-2.1177789471802324
green,8.08954986812925,-4.495713480770917
red,-20.22713352245752,-14.387442439841815
green,12.8338415161907,2.1948045098241313
green,9.83384456340808,-3.632618424789503
red,-11.398736097210374,-12.630941358253839
green,7.899629153275127,1.3761640187847064
red,-2.1153523143661275,-6.286285974785784
red,-12.987979557595423,-7.018397381125283
green,-2.790527810647297,-7.393456911338326
red,5.635057327017282,17.465841733401106
green,0.43433399115078,-6.644475152835602
red,-14.31840970555746,2.408007490633728
red,15.440507314150993,-5.413167476441882
green,-8.695681382771795,1.901469310585791
red,-1.684704891899301,6.8454152777352455
red,7.7781447544124624,-6.183796423593772
red,1.6287952872897933,13.568297936522445
green,3.007575362921784,-11.162686421267914
green,-5.344056329811569,-3.835506295810914
green,-1.1413536082743063,-10.084784057343478
red,-1.9017452867084144,10.343406283753858
red,-15.984105067055397,-1.8153415413743859
green,-5.740267915615135,-1.0385173704902015
green,6.585264024979631,-3.6368177880883388
red,-10.04570669386966,-7.673610537908068
green,4.329596301015632,8.291335519881336
red,16.615538626506407,7.898228566021755
red,-11.62935184982819,25.179710989256783
red,5.513607781624233,-4.8465567594385295
red,2.385532426836247,9.338134773657845
red,-13.100627570193097,-7.384377992905223
red,-11.586295388776254,-0.4865537076616646
green,-0.14005943565213913,-4.969536456435911
green,3.760335056845836,9.8592726264548
green,-9.057459396466903,-4.1379635708409
