color,x1,x2,a1,a2,r1,r2,r_x,a_x
red,3.4938344412979734,-18.185189785106207,4.782519442479151,0.8285990406550838,16.35758486333279,3,18.517775423185448,4.902201342855834
red,-9.982776405860328,-13.899152189960517,4.020181055681031,0.4063748655678389,14.315818039386471,3,17.112634407626604,4.089533160781026
blue,1.6210747383709996,14.466004573455523,1.2521247290663995,1.5015897845394526,14.03811410673404,3,14.556550814895013,1.4592009124953103
red,1.9383057066398441,-10.758696467889282,4.630221067089299,1.9240161653414796,11.601072453349202,3,10.931906453156552,4.890638599063337
blue,13.709380138130012,4.445231986128928,0.2388551181020706,0.36666836054143787,11.571282108027702,3,14.412050207456863,0.31355112157713994
blue,7.670452957134247,-6.3902374927426076,5.3845797334175876,0.7398837774569123,7.560864121822485,3,9.983535635297889,5.588586049659927
red,-6.519444736936765,-11.749657290726702,4.128066888561795,2.7862509520096337,16.20915826371109,3,13.43717254959166,4.205820197126318
blue,8.061284157876937,-5.0031010306042925,5.517357634279197,0.7213819191726039,7.025782690929232,3,9.487640496797473,5.727732287195826
red,5.189376136402899,-10.745086484769129,5.130855138177515,3.016185968827191,14.903121121193301,3,11.932581793150888,5.162306552550127
blue,6.5293175423289025,9.874231335176377,0.9810025496633772,0.02190865820381192,8.838292038002253,3,11.83775451803014,0.9865543673068916
blue,-3.630013527843372,-8.95913043500647,4.079564813316091,0.9116516731793161,7.53384428073024,3,9.666592800143446,4.3274295783492285
blue,-4.405752154870578,-3.3555568900384367,3.549369440002786,2.681076844075459,8.062682705139675,3,5.538087584395101,3.7924960637839495
blue,-4.891355396145445,-3.9476363999794373,3.4340738024063655,2.230964739591892,7.661593838114802,3,6.285633679896067,3.8206260392156866
blue,-9.046546821690136,1.3796120004456105,2.688781592672573,1.1331408227628192,7.466965412412597,3,9.151138654222514,2.990257149174387
red,2.865565899862868,8.424954941587227,0.9057292619497993,1.3777910517613476,7.822336935047418,3,8.898951269348087,1.2429427874294476
red,5.405298765709253,-3.931986582337583,5.26361308655443,2.1285195766086473,7.768283572688283,3,6.68414341784052,5.654284941509401
blue,9.72679900107713,-5.541356382136501,5.499173992173169,1.7633098418770423,11.374290012569766,3,11.194518719498394,5.765343318429756
blue,0.3866477922078908,-9.864358973831909,4.449770639946715,1.3610916390846872,8.801254208590386,3,9.871933674809478,4.751565369376535
red,6.302770055874889,-7.258446562302671,5.1168023291685785,1.367628676749127,8.547624588574553,3,9.613009771920375,5.4274321599611755
blue,3.555066915823414,10.424996768318257,1.235666560853582,0.023803902370002065,8.01511154997133,3,11.014493106604057,1.2421494250964071
red,-1.9067889295638065,-13.824498309539319,4.36696344267209,1.2951855549701683,12.837134362058238,3,13.955378802897561,4.575325533561002
